gid_0,country,gid_1,name_1
AFG,Afghanistan,AFG.1_1,Badakhshan
AFG,Afghanistan,AFG.2_1,Badghis
AFG,Afghanistan,AFG.3_1,Baghlan
AFG,Afghanistan,AFG.4_1,Balkh
AFG,Afghanistan,AFG.5_1,Bamyan
AFG,Afghanistan,AFG.6_1,Daykundi
AFG,Afghanistan,AFG.7_1,Farah
AFG,Afghanistan,AFG.8_1,Faryab
AFG,Afghanistan,AFG.9_1,Ghazni
AFG,Afghanistan,AFG.10_1,Ghor
AFG,Afghanistan,AFG.11_1,Hilmand
AFG,Afghanistan,AFG.12_1,Hirat
AFG,Afghanistan,AFG.13_1,Jawzjan
AFG,Afghanistan,AFG.14_1,Kabul
AFG,Afghanistan,AFG.15_1,Kandahar
AFG,Afghanistan,AFG.16_1,Kapisa
AFG,Afghanistan,AFG.17_1,Khost
AFG,Afghanistan,AFG.18_1,Kunar
AFG,Afghanistan,AFG.19_1,Kunduz
AFG,Afghanistan,AFG.20_1,Laghman
AFG,Afghanistan,AFG.21_1,Logar
AFG,Afghanistan,AFG.22_1,Nangarhar
AFG,Afghanistan,AFG.23_1,Nimroz
AFG,Afghanistan,AFG.24_1,Nuristan
AFG,Afghanistan,AFG.25_1,Paktika
AFG,Afghanistan,AFG.26_1,Paktya
AFG,Afghanistan,AFG.27_1,Panjshir
AFG,Afghanistan,AFG.28_1,Parwan
AFG,Afghanistan,AFG.29_1,Samangan
AFG,Afghanistan,AFG.30_1,Sari Pul
AFG,Afghanistan,AFG.31_1,Takhar
AFG,Afghanistan,AFG.32_1,Uruzgan
AFG,Afghanistan,AFG.33_1,Wardak
AFG,Afghanistan,AFG.34_1,Zabul
AGO,Angola,AGO.1_1,Bengo
AGO,Angola,AGO.2_1,Benguela
AGO,Angola,AGO.3_1,Bié
AGO,Angola,AGO.4_1,Cabinda
AGO,Angola,AGO.5_1,Cuando Cubango
AGO,Angola,AGO.6_1,Cuanza Norte
AGO,Angola,AGO.7_1,Cuanza Sul
AGO,Angola,AGO.8_1,Cunene
AGO,Angola,AGO.9_1,Huambo
AGO,Angola,AGO.10_1,Huíla
AGO,Angola,AGO.11_1,Luanda
AGO,Angola,AGO.12_1,Lunda Norte
AGO,Angola,AGO.13_1,Lunda Sul
AGO,Angola,AGO.14_1,Malanje
AGO,Angola,AGO.15_1,Moxico
AGO,Angola,AGO.16_1,Namibe
AGO,Angola,AGO.17_1,Uíge
AGO,Angola,AGO.18_1,Zaire
ALB,Albania,ALB.1_1,Berat
ALB,Albania,ALB.2_1,Dibër
ALB,Albania,ALB.3_1,Durrës
ALB,Albania,ALB.4_1,Elbasan
ALB,Albania,ALB.5_1,Fier
ALB,Albania,ALB.6_1,Gjirokastër
ALB,Albania,ALB.7_1,Korçë
ALB,Albania,ALB.8_1,Kukës
ALB,Albania,ALB.9_1,Lezhë
ALB,Albania,ALB.10_1,Shkodër
ALB,Albania,ALB.11_1,Tiranë
ALB,Albania,ALB.12_1,Vlorë
ARG,Argentina,ARG.1_1,Buenos Aires
ARG,Argentina,ARG.2_1,Catamarca
ARG,Argentina,ARG.3_1,Chaco
ARG,Argentina,ARG.4_1,Chubut
ARG,Argentina,ARG.5_1,Ciudad de Buenos Aires
ARG,Argentina,ARG.6_1,Córdoba
ARG,Argentina,ARG.7_1,Corrientes
ARG,Argentina,ARG.8_1,Entre Ríos
ARG,Argentina,ARG.9_1,Formosa
ARG,Argentina,ARG.10_1,Jujuy
ARG,Argentina,ARG.11_1,La Pampa
ARG,Argentina,ARG.12_1,La Rioja
ARG,Argentina,ARG.13_1,Mendoza
ARG,Argentina,ARG.14_1,Misiones
ARG,Argentina,ARG.15_1,Neuquén
ARG,Argentina,ARG.16_1,Río Negro
ARG,Argentina,ARG.17_1,Salta
ARG,Argentina,ARG.18_1,San Juan
ARG,Argentina,ARG.19_1,San Luis
ARG,Argentina,ARG.20_1,Santa Cruz
ARG,Argentina,ARG.21_1,Santa Fe
ARG,Argentina,ARG.22_1,Santiago del Estero
ARG,Argentina,ARG.23_1,Tierra del Fuego
ARG,Argentina,ARG.24_1,Tucumán
ARM,Armenia,ARM.1_1,Aragatsotn
ARM,Armenia,ARM.2_1,Ararat
ARM,Armenia,ARM.3_1,Armavir
ARM,Armenia,ARM.4_1,Erevan
ARM,Armenia,ARM.5_1,Gegharkunik
ARM,Armenia,ARM.6_1,Kotayk
ARM,Armenia,ARM.7_1,Lori
ARM,Armenia,ARM.8_1,Shirak
ARM,Armenia,ARM.9_1,Syunik
ARM,Armenia,ARM.10_1,Tavush
ARM,Armenia,ARM.11_1,Vayots Dzor
AZE,Azerbaijan,AZE.1_1,Absheron
AZE,Azerbaijan,AZE.2_1,Aran
AZE,Azerbaijan,AZE.3_1,Daglig-Shirvan
AZE,Azerbaijan,AZE.4_1,Ganja-Qazakh
AZE,Azerbaijan,AZE.5_1,Kalbajar-Lachin
AZE,Azerbaijan,AZE.6_1,Lankaran
AZE,Azerbaijan,AZE.7_1,Nakhchivan
AZE,Azerbaijan,AZE.8_1,Quba-Khachmaz
AZE,Azerbaijan,AZE.9_1,Shaki-Zaqatala
AZE,Azerbaijan,AZE.10_1,Yukhari-Karabakh
BDI,Burundi,BDI.1_1,Bubanza
BDI,Burundi,BDI.2_1,Bujumbura Mairie
BDI,Burundi,BDI.3_1,Bujumbura Rural
BDI,Burundi,BDI.4_1,Bururi
BDI,Burundi,BDI.5_1,Cankuzo
BDI,Burundi,BDI.6_1,Cibitoke
BDI,Burundi,BDI.7_1,Gitega
BDI,Burundi,BDI.8_1,Karuzi
BDI,Burundi,BDI.9_1,Kayanza
BDI,Burundi,BDI.10_1,Kirundo
BDI,Burundi,BDI.11_1,Makamba
BDI,Burundi,BDI.12_1,Muramvya
BDI,Burundi,BDI.13_1,Muyinga
BDI,Burundi,BDI.14_1,Mwaro
BDI,Burundi,BDI.15_1,Ngozi
BDI,Burundi,BDI.16_1,Rutana
BDI,Burundi,BDI.17_1,Ruyigi
BEN,Benin,BEN.1_1,Alibori
BEN,Benin,BEN.2_1,Atakora
BEN,Benin,BEN.3_1,Atlantique
BEN,Benin,BEN.4_1,Borgou
BEN,Benin,BEN.5_1,Collines
BEN,Benin,BEN.6_1,Donga
BEN,Benin,BEN.7_1,Kouffo
BEN,Benin,BEN.8_1,Littoral
BEN,Benin,BEN.9_1,Mono
BEN,Benin,BEN.10_1,Ouémé
BEN,Benin,BEN.11_1,Plateau
BEN,Benin,BEN.12_1,Zou
BFA,Burkina Faso,BFA.1_1,Boucle du Mouhoun
BFA,Burkina Faso,BFA.2_1,Cascades
BFA,Burkina Faso,BFA.7_1,Centre
BFA,Burkina Faso,BFA.3_1,Centre-Est
BFA,Burkina Faso,BFA.4_1,Centre-Nord
BFA,Burkina Faso,BFA.5_1,Centre-Ouest
BFA,Burkina Faso,BFA.6_1,Centre-Sud
BFA,Burkina Faso,BFA.8_1,Est
BFA,Burkina Faso,BFA.9_1,Haut-Bassins
BFA,Burkina Faso,BFA.10_1,Nord
BFA,Burkina Faso,BFA.11_1,Plateau-Central
BFA,Burkina Faso,BFA.12_1,Sahel
BFA,Burkina Faso,BFA.13_1,Sud-Ouest
BGD,Bangladesh,BGD.1_1,Barisal
BGD,Bangladesh,BGD.2_1,Chittagong
BGD,Bangladesh,BGD.3_1,Dhaka
BGD,Bangladesh,BGD.4_1,Khulna
BGD,Bangladesh,BGD.8_1,Mymensingh
BGD,Bangladesh,BGD.5_1,Rajshahi
BGD,Bangladesh,BGD.6_1,Rangpur
BGD,Bangladesh,BGD.7_1,Sylhet
BGR,Bulgaria,BGR.1_1,Blagoevgrad
BGR,Bulgaria,BGR.2_1,Burgas
BGR,Bulgaria,BGR.3_1,Dobrich
BGR,Bulgaria,BGR.4_1,Gabrovo
BGR,Bulgaria,BGR.5_1,Grad Sofiya
BGR,Bulgaria,BGR.6_1,Haskovo
BGR,Bulgaria,BGR.7_1,Kardzhali
BGR,Bulgaria,BGR.8_1,Kyustendil
BGR,Bulgaria,BGR.9_1,Lovech
BGR,Bulgaria,BGR.10_1,Montana
BGR,Bulgaria,BGR.11_1,Pazardzhik
BGR,Bulgaria,BGR.12_1,Pernik
BGR,Bulgaria,BGR.13_1,Pleven
BGR,Bulgaria,BGR.14_1,Plovdiv
BGR,Bulgaria,BGR.15_1,Razgrad
BGR,Bulgaria,BGR.16_1,Ruse
BGR,Bulgaria,BGR.17_1,Shumen
BGR,Bulgaria,BGR.18_1,Silistra
BGR,Bulgaria,BGR.19_1,Sliven
BGR,Bulgaria,BGR.20_1,Smolyan
BGR,Bulgaria,BGR.21_1,Sofia
BGR,Bulgaria,BGR.22_1,Stara Zagora
BGR,Bulgaria,BGR.23_1,Targovishte
BGR,Bulgaria,BGR.24_1,Varna
BGR,Bulgaria,BGR.25_1,Veliko Tarnovo
BGR,Bulgaria,BGR.26_1,Vidin
BGR,Bulgaria,BGR.27_1,Vratsa
BGR,Bulgaria,BGR.28_1,Yambol
BIH,Bosnia and Herzegovina,BIH.1_1,Brčko
BIH,Bosnia and Herzegovina,BIH.2_1,Federacija Bosna i Hercegovina
BIH,Bosnia and Herzegovina,BIH.3_1,Repuplika Srpska
BLR,Belarus,BLR.1_1,Brest
BLR,Belarus,BLR.2_1,Gomel
BLR,Belarus,BLR.3_1,Grodno
BLR,Belarus,BLR.5_1,Minsk
BLR,Belarus,BLR.7_1,Minsk
BLR,Belarus,BLR.4_1,Mogilev
BLR,Belarus,BLR.6_1,Vitebsk
BLZ,Belize,BLZ.1_1,Belize
BLZ,Belize,BLZ.2_1,Cayo
BLZ,Belize,BLZ.3_1,Corozal
BLZ,Belize,BLZ.4_1,Orange Walk
BLZ,Belize,BLZ.5_1,Stann Creek
BLZ,Belize,BLZ.6_1,Toledo
BOL,Bolivia,BOL.3_1,Beni
BOL,Bolivia,BOL.1_1,Chuquisaca
BOL,Bolivia,BOL.2_1,Cochabamba
BOL,Bolivia,BOL.4_1,La Paz
BOL,Bolivia,BOL.5_1,Oruro
BOL,Bolivia,BOL.6_1,Pando
BOL,Bolivia,BOL.7_1,Potosí
BOL,Bolivia,BOL.8_1,Santa Cruz
BOL,Bolivia,BOL.9_1,Tarija
BRA,Brazil,BRA.1_1,Acre
BRA,Brazil,BRA.2_1,Alagoas
BRA,Brazil,BRA.3_1,Amapá
BRA,Brazil,BRA.4_1,Amazonas
BRA,Brazil,BRA.5_1,Bahia
BRA,Brazil,BRA.6_1,Ceará
BRA,Brazil,BRA.7_1,Distrito Federal
BRA,Brazil,BRA.8_1,Espírito Santo
BRA,Brazil,BRA.9_1,Goiás
BRA,Brazil,BRA.10_1,Maranhão
BRA,Brazil,BRA.12_1,Mato Grosso
BRA,Brazil,BRA.11_1,Mato Grosso do Sul
BRA,Brazil,BRA.13_1,Minas Gerais
BRA,Brazil,BRA.14_1,Pará
BRA,Brazil,BRA.15_1,Paraíba
BRA,Brazil,BRA.16_1,Paraná
BRA,Brazil,BRA.17_1,Pernambuco
BRA,Brazil,BRA.18_1,Piauí
BRA,Brazil,BRA.19_1,Rio de Janeiro
BRA,Brazil,BRA.20_1,Rio Grande do Norte
BRA,Brazil,BRA.21_1,Rio Grande do Sul
BRA,Brazil,BRA.22_1,Rondônia
BRA,Brazil,BRA.23_1,Roraima
BRA,Brazil,BRA.24_1,Santa Catarina
BRA,Brazil,BRA.25_1,São Paulo
BRA,Brazil,BRA.26_1,Sergipe
BRA,Brazil,BRA.27_1,Tocantins
BTN,Bhutan,BTN.1_1,Bumthang
BTN,Bhutan,BTN.2_1,Chhukha
BTN,Bhutan,BTN.3_1,Dagana
BTN,Bhutan,BTN.4_1,Gasa
BTN,Bhutan,BTN.5_1,Haa
BTN,Bhutan,BTN.6_1,Lhuentse
BTN,Bhutan,BTN.7_1,Monggar
BTN,Bhutan,BTN.8_1,Paro
BTN,Bhutan,BTN.9_1,Pema Gatshel
BTN,Bhutan,BTN.10_1,Punakha
BTN,Bhutan,BTN.11_1,Samdrup Jongkhar
BTN,Bhutan,BTN.12_1,Samtse
BTN,Bhutan,BTN.13_1,Sarpang
BTN,Bhutan,BTN.14_1,Thimphu
BTN,Bhutan,BTN.19_1,Trashi Yangtse
BTN,Bhutan,BTN.15_1,Trashigang
BTN,Bhutan,BTN.16_1,Trongsa
BTN,Bhutan,BTN.17_1,Tsirang
BTN,Bhutan,BTN.18_1,Wangdue Phodrang
BTN,Bhutan,BTN.20_1,Zhemgang
BWA,Botswana,BWA.1_1,Central
BWA,Botswana,BWA.2_1,Chobe
BWA,Botswana,BWA.3_1,Francistown
BWA,Botswana,BWA.4_1,Gaborone
BWA,Botswana,BWA.5_1,Ghanzi
BWA,Botswana,BWA.6_1,Jwaneng
BWA,Botswana,BWA.7_1,Kgalagadi
BWA,Botswana,BWA.8_1,Kgatleng
BWA,Botswana,BWA.9_1,Kweneng
BWA,Botswana,BWA.10_1,Lobatse
BWA,Botswana,BWA.11_1,North-East
BWA,Botswana,BWA.12_1,North-West
BWA,Botswana,BWA.13_1,Selibe Phikwe
BWA,Botswana,BWA.14_1,South-East
BWA,Botswana,BWA.15_1,Southern
BWA,Botswana,BWA.16_1,Sowa
CAF,Central African Republic,CAF.1_1,Bamingui-Bangoran
CAF,Central African Republic,CAF.2_1,Bangui
CAF,Central African Republic,CAF.3_1,Basse-Kotto
CAF,Central African Republic,CAF.4_1,Haut-Mbomou
CAF,Central African Republic,CAF.5_1,Haute-Kotto
CAF,Central African Republic,CAF.6_1,Kémo
CAF,Central African Republic,CAF.7_1,Lobaye
CAF,Central African Republic,CAF.8_1,Mambéré-Kadéï
CAF,Central African Republic,CAF.9_1,Mbomou
CAF,Central African Republic,CAF.10_1,Nana-Grébizi
CAF,Central African Republic,CAF.11_1,Nana-Mambéré
CAF,Central African Republic,CAF.12_1,Ombella-M'Poko
CAF,Central African Republic,CAF.13_1,Ouaka
CAF,Central African Republic,CAF.15_1,Ouham
CAF,Central African Republic,CAF.14_1,Ouham-Pendé
CAF,Central African Republic,CAF.16_1,Sangha-Mbaéré
CAF,Central African Republic,CAF.17_1,Vakaga
CIV,Côte d'Ivoire,CIV.1_1,Abidjan
CIV,Côte d'Ivoire,CIV.2_1,Bas-Sassandra
CIV,Côte d'Ivoire,CIV.3_1,Comoé
CIV,Côte d'Ivoire,CIV.4_1,Denguélé
CIV,Côte d'Ivoire,CIV.5_1,Gôh-Djiboua
CIV,Côte d'Ivoire,CIV.6_1,Lacs
CIV,Côte d'Ivoire,CIV.7_1,Lagunes
CIV,Côte d'Ivoire,CIV.8_1,Montagnes
CIV,Côte d'Ivoire,CIV.9_1,Sassandra-Marahoué
CIV,Côte d'Ivoire,CIV.10_1,Savanes
CIV,Côte d'Ivoire,CIV.11_1,Vallée du Bandama
CIV,Côte d'Ivoire,CIV.12_1,Woroba
CIV,Côte d'Ivoire,CIV.13_1,Yamoussoukro
CIV,Côte d'Ivoire,CIV.14_1,Zanzan
CMR,Cameroon,CMR.1_1,Adamaoua
CMR,Cameroon,CMR.2_1,Centre
CMR,Cameroon,CMR.3_1,Est
CMR,Cameroon,CMR.4_1,Extrême-Nord
CMR,Cameroon,CMR.5_1,Littoral
CMR,Cameroon,CMR.7_1,Nord
CMR,Cameroon,CMR.6_1,Nord-Ouest
CMR,Cameroon,CMR.8_1,Ouest
CMR,Cameroon,CMR.10_1,Sud
CMR,Cameroon,CMR.9_1,Sud-Ouest
COD,Democratic Republic of the Congo,COD.1_1,Bas-Uele
COD,Democratic Republic of the Congo,COD.2_1,Équateur
COD,Democratic Republic of the Congo,COD.3_1,Haut-Katanga
COD,Democratic Republic of the Congo,COD.4_1,Haut-Lomami
COD,Democratic Republic of the Congo,COD.5_1,Haut-Uele
COD,Democratic Republic of the Congo,COD.6_1,Ituri
COD,Democratic Republic of the Congo,COD.9_1,Kasaï
COD,Democratic Republic of the Congo,COD.7_1,Kasaï-Central
COD,Democratic Republic of the Congo,COD.8_1,Kasaï-Oriental
COD,Democratic Republic of the Congo,COD.10_1,Kinshasa
COD,Democratic Republic of the Congo,COD.11_1,Kongo-Central
COD,Democratic Republic of the Congo,COD.12_1,Kwango
COD,Democratic Republic of the Congo,COD.13_1,Kwilu
COD,Democratic Republic of the Congo,COD.14_1,Lomami
COD,Democratic Republic of the Congo,COD.15_1,Lualaba
COD,Democratic Republic of the Congo,COD.16_1,Mai-Ndombe
COD,Democratic Republic of the Congo,COD.17_1,Maniema
COD,Democratic Republic of the Congo,COD.18_1,Mongala
COD,Democratic Republic of the Congo,COD.19_1,Nord-Kivu
COD,Democratic Republic of the Congo,COD.20_1,Nord-Ubangi
COD,Democratic Republic of the Congo,COD.21_1,Sankuru
COD,Democratic Republic of the Congo,COD.22_1,Sud-Kivu
COD,Democratic Republic of the Congo,COD.23_1,Sud-Ubangi
COD,Democratic Republic of the Congo,COD.24_1,Tanganyika
COD,Democratic Republic of the Congo,COD.25_1,Tshopo
COD,Democratic Republic of the Congo,COD.26_1,Tshuapa
COG,Republic of the Congo,COG.1_1,Bouenza
COG,Republic of the Congo,COG.2_1,Brazzaville
COG,Republic of the Congo,COG.4_1,Cuvette
COG,Republic of the Congo,COG.3_1,Cuvette-Ouest
COG,Republic of the Congo,COG.5_1,Kouilou
COG,Republic of the Congo,COG.6_1,Lékoumou
COG,Republic of the Congo,COG.7_1,Likouala
COG,Republic of the Congo,COG.8_1,Niari
COG,Republic of the Congo,COG.9_1,Plateaux
COG,Republic of the Congo,COG.10_1,Pointe Noire
COG,Republic of the Congo,COG.11_1,Pool
COG,Republic of the Congo,COG.12_1,Sangha
COL,Colombia,COL.1_2,Amazonas
COL,Colombia,COL.2_2,Antioquia
COL,Colombia,COL.3_2,Arauca
COL,Colombia,COL.4_2,Atlántico
COL,Colombia,COL.5_2,Bogotá D.C.
COL,Colombia,COL.6_2,Bolívar
COL,Colombia,COL.7_2,Boyacá
COL,Colombia,COL.8_2,Caldas
COL,Colombia,COL.9_2,Caquetá
COL,Colombia,COL.10_2,Casanare
COL,Colombia,COL.11_2,Cauca
COL,Colombia,COL.12_2,Cesar
COL,Colombia,COL.13_2,Chocó
COL,Colombia,COL.14_2,Córdoba
COL,Colombia,COL.15_2,Cundinamarca
COL,Colombia,COL.16_2,Guainía
COL,Colombia,COL.17_2,Guaviare
COL,Colombia,COL.18_2,Huila
COL,Colombia,COL.19_2,La Guajira
COL,Colombia,COL.20_2,Magdalena
COL,Colombia,COL.21_2,Meta
COL,Colombia,COL.22_2,Nariño
COL,Colombia,COL.23_2,Norte de Santander
COL,Colombia,COL.24_2,Putumayo
COL,Colombia,COL.25_2,Quindío
COL,Colombia,COL.26_2,Risaralda
COL,Colombia,COL.27_1,San Andrés y Providencia
COL,Colombia,COL.28_2,Santander
COL,Colombia,COL.29_2,Sucre
COL,Colombia,COL.30_2,Tolima
COL,Colombia,COL.31_2,Valle del Cauca
COL,Colombia,COL.32_2,Vaupés
COL,Colombia,COL.33_2,Vichada
COM,Comoros,COM.3_1,Mwali
COM,Comoros,COM.2_1,Njazídja
COM,Comoros,COM.1_1,Nzwani
CPV,Cabo Verde,CPV.1_1,Boa Vista
CPV,Cabo Verde,CPV.2_1,Brava
CPV,Cabo Verde,CPV.3_1,Maio
CPV,Cabo Verde,CPV.4_1,Mosteiros
CPV,Cabo Verde,CPV.5_1,Paúl
CPV,Cabo Verde,CPV.6_1,Porto Novo
CPV,Cabo Verde,CPV.7_1,Praia
CPV,Cabo Verde,CPV.8_1,Ribeira Brava
CPV,Cabo Verde,CPV.9_1,Ribeira Grande
CPV,Cabo Verde,CPV.10_1,Ribeira Grande de Santiago
CPV,Cabo Verde,CPV.11_1,Sal
CPV,Cabo Verde,CPV.12_1,Santa Catarina
CPV,Cabo Verde,CPV.13_1,Santa Catarina do Fogo
CPV,Cabo Verde,CPV.14_1,Santa Cruz
CPV,Cabo Verde,CPV.15_1,São Domingos
CPV,Cabo Verde,CPV.16_1,São Filipe
CPV,Cabo Verde,CPV.17_1,São Lourenço dos Órgãos
CPV,Cabo Verde,CPV.18_1,São Miguel
CPV,Cabo Verde,CPV.19_1,São Salvador do Mundo
CPV,Cabo Verde,CPV.20_1,São Vicente
CPV,Cabo Verde,CPV.21_1,Tarrafal
CPV,Cabo Verde,CPV.22_1,Tarrafal de São Nicolau
CRI,Costa Rica,CRI.1_1,Alajuela
CRI,Costa Rica,CRI.2_1,Cartago
CRI,Costa Rica,CRI.3_1,Guanacaste
CRI,Costa Rica,CRI.4_1,Heredia
CRI,Costa Rica,CRI.5_1,Limón
CRI,Costa Rica,CRI.6_1,Puntarenas
CRI,Costa Rica,CRI.7_1,San José
DJI,Djibouti,DJI.1_2,Ali Sabieh
DJI,Djibouti,DJI.6_1,Arta
DJI,Djibouti,DJI.2_1,Dikhil
DJI,Djibouti,DJI.3_1,Djiboutii
DJI,Djibouti,DJI.4_1,Obock
DJI,Djibouti,DJI.5_1,Tadjoura
DMA,Dominica,DMA.1_1,Saint Andrew
DMA,Dominica,DMA.2_1,Saint David
DMA,Dominica,DMA.3_1,Saint George
DMA,Dominica,DMA.4_1,Saint John
DMA,Dominica,DMA.5_1,Saint Joseph
DMA,Dominica,DMA.6_1,Saint Luke
DMA,Dominica,DMA.7_1,Saint Mark
DMA,Dominica,DMA.8_1,Saint Patrick
DMA,Dominica,DMA.9_1,Saint Paul
DMA,Dominica,DMA.10_1,Saint Peter
DOM,Dominican Republic,DOM.1_1,Azua
DOM,Dominican Republic,DOM.2_1,Bahoruco
DOM,Dominican Republic,DOM.3_1,Barahona
DOM,Dominican Republic,DOM.4_1,Dajabón
DOM,Dominican Republic,DOM.5_1,Distrito Nacional
DOM,Dominican Republic,DOM.6_1,Duarte
DOM,Dominican Republic,DOM.7_1,El Seybo
DOM,Dominican Republic,DOM.8_1,Espaillat
DOM,Dominican Republic,DOM.9_1,Hato Mayor
DOM,Dominican Republic,DOM.10_1,Independencia
DOM,Dominican Republic,DOM.11_1,La Altagracia
DOM,Dominican Republic,DOM.12_1,La Estrelleta
DOM,Dominican Republic,DOM.13_1,La Romana
DOM,Dominican Republic,DOM.14_1,La Vega
DOM,Dominican Republic,DOM.15_1,María Trinidad Sánchez
DOM,Dominican Republic,DOM.16_1,Monseñor Nouel
DOM,Dominican Republic,DOM.17_1,Monte Cristi
DOM,Dominican Republic,DOM.18_1,Monte Plata
DOM,Dominican Republic,DOM.19_1,Pedernales
DOM,Dominican Republic,DOM.20_1,Peravia
DOM,Dominican Republic,DOM.21_1,Puerto Plata
DOM,Dominican Republic,DOM.22_1,Salcedo
DOM,Dominican Republic,DOM.23_1,Samaná
DOM,Dominican Republic,DOM.24_1,San Cristóbal
DOM,Dominican Republic,DOM.25_1,San José de Ocoa
DOM,Dominican Republic,DOM.26_1,San Juan
DOM,Dominican Republic,DOM.27_1,San Pedro de Macorís
DOM,Dominican Republic,DOM.28_1,Sánchez Ramírez
DOM,Dominican Republic,DOM.30_1,Santiago
DOM,Dominican Republic,DOM.29_1,Santiago Rodríguez
DOM,Dominican Republic,DOM.31_1,Santo Domingo
DOM,Dominican Republic,DOM.32_1,Valverde
DZA,Algeria,DZA.1_1,Adrar
DZA,Algeria,DZA.2_1,Aïn Defla
DZA,Algeria,DZA.3_1,Aïn Témouchent
DZA,Algeria,DZA.4_1,Alger
DZA,Algeria,DZA.5_1,Annaba
DZA,Algeria,DZA.6_1,Batna
DZA,Algeria,DZA.7_1,Béchar
DZA,Algeria,DZA.8_1,Béjaïa
DZA,Algeria,DZA.9_1,Biskra
DZA,Algeria,DZA.10_1,Blida
DZA,Algeria,DZA.11_1,Bordj Bou Arréridj
DZA,Algeria,DZA.12_1,Bouira
DZA,Algeria,DZA.13_1,Boumerdès
DZA,Algeria,DZA.14_1,Chlef
DZA,Algeria,DZA.15_1,Constantine
DZA,Algeria,DZA.16_1,Djelfa
DZA,Algeria,DZA.17_1,El Bayadh
DZA,Algeria,DZA.18_1,El Oued
DZA,Algeria,DZA.19_1,El Tarf
DZA,Algeria,DZA.20_1,Ghardaïa
DZA,Algeria,DZA.21_1,Guelma
DZA,Algeria,DZA.22_1,Illizi
DZA,Algeria,DZA.23_1,Jijel
DZA,Algeria,DZA.24_1,Khenchela
DZA,Algeria,DZA.25_1,Laghouat
DZA,Algeria,DZA.26_1,M'Sila
DZA,Algeria,DZA.27_1,Mascara
DZA,Algeria,DZA.28_1,Médéa
DZA,Algeria,DZA.29_1,Mila
DZA,Algeria,DZA.30_1,Mostaganem
DZA,Algeria,DZA.31_1,Naâma
DZA,Algeria,DZA.32_1,Oran
DZA,Algeria,DZA.33_1,Ouargla
DZA,Algeria,DZA.34_1,Oum el Bouaghi
DZA,Algeria,DZA.35_1,Relizane
DZA,Algeria,DZA.36_1,Saïda
DZA,Algeria,DZA.37_1,Sétif
DZA,Algeria,DZA.38_1,Sidi Bel Abbès
DZA,Algeria,DZA.39_1,Skikda
DZA,Algeria,DZA.40_1,Souk Ahras
DZA,Algeria,DZA.41_1,Tamanghasset
DZA,Algeria,DZA.42_1,Tébessa
DZA,Algeria,DZA.43_1,Tiaret
DZA,Algeria,DZA.44_1,Tindouf
DZA,Algeria,DZA.45_1,Tipaza
DZA,Algeria,DZA.46_1,Tissemsilt
DZA,Algeria,DZA.47_1,Tizi Ouzou
DZA,Algeria,DZA.48_1,Tlemcen
ECU,Ecuador,ECU.1_1,Azuay
ECU,Ecuador,ECU.2_1,Bolivar
ECU,Ecuador,ECU.3_1,Cañar
ECU,Ecuador,ECU.4_1,Carchi
ECU,Ecuador,ECU.5_1,Chimborazo
ECU,Ecuador,ECU.6_1,Cotopaxi
ECU,Ecuador,ECU.7_1,El Oro
ECU,Ecuador,ECU.8_1,Esmeraldas
ECU,Ecuador,ECU.9_1,Galápagos
ECU,Ecuador,ECU.10_1,Guayas
ECU,Ecuador,ECU.11_1,Imbabura
ECU,Ecuador,ECU.12_1,Loja
ECU,Ecuador,ECU.13_1,Los Rios
ECU,Ecuador,ECU.14_1,Manabi
ECU,Ecuador,ECU.15_1,Morona Santiago
ECU,Ecuador,ECU.16_1,Napo
ECU,Ecuador,ECU.17_1,Orellana
ECU,Ecuador,ECU.18_1,Pastaza
ECU,Ecuador,ECU.19_1,Pichincha
ECU,Ecuador,ECU.20_1,Santa Elena
ECU,Ecuador,ECU.21_1,Santo Domingo de los Tsachilas
ECU,Ecuador,ECU.22_1,Sucumbios
ECU,Ecuador,ECU.23_1,Tungurahua
ECU,Ecuador,ECU.24_1,Zamora Chinchipe
EGY,Egypt,EGY.1_1,Ad Daqahliyah
EGY,Egypt,EGY.2_1,Al Bahr al Ahmar
EGY,Egypt,EGY.3_1,Al Buhayrah
EGY,Egypt,EGY.4_1,Al Fayyum
EGY,Egypt,EGY.5_1,Al Gharbiyah
EGY,Egypt,EGY.6_1,Al Iskandariyah
EGY,Egypt,EGY.7_1,Al Isma`iliyah
EGY,Egypt,EGY.8_1,Al Jizah
EGY,Egypt,EGY.9_1,Al Minufiyah
EGY,Egypt,EGY.10_1,Al Minya
EGY,Egypt,EGY.11_1,Al Qahirah
EGY,Egypt,EGY.12_1,Al Qalyubiyah
EGY,Egypt,EGY.13_1,Al Uqsur
EGY,Egypt,EGY.14_1,Al Wadi al Jadid
EGY,Egypt,EGY.15_1,As Suways
EGY,Egypt,EGY.16_1,Ash Sharqiyah
EGY,Egypt,EGY.17_1,Aswan
EGY,Egypt,EGY.18_1,Asyut
EGY,Egypt,EGY.19_1,Bani Suwayf
EGY,Egypt,EGY.20_1,Bur Sa`id
EGY,Egypt,EGY.21_1,Dumyat
EGY,Egypt,EGY.22_1,Janub Sina'
EGY,Egypt,EGY.23_1,Kafr ash Shaykh
EGY,Egypt,EGY.24_1,Matrouh
EGY,Egypt,EGY.25_1,Qina
