gid_0,country,outcome,date,predicted,predicted_error
AGO,Angola,mobile_fm_ratio,2024-07-01,0.8218864376429534,0.0857078149983523
AGO,Angola,mobile_men,2024-05-01,78.81389015457061,7.532986464686181
AGO,Angola,mobile_men,2024-06-01,79.08390108480368,7.535013347349087
AGO,Angola,mobile_men,2024-07-01,78.702006292319,7.532428071995436
AGO,Angola,mobile_women,2024-05-01,63.41647659308329,9.345483843766075
AGO,Angola,mobile_women,2024-06-01,63.60492427803391,9.345483843766075
AGO,Angola,mobile_women,2024-07-01,63.10805107513074,9.345483843766075
ALB,Albania,internet_fm_ratio,2024-05-01,0.9976395108284389,0.14637617288024188
ALB,Albania,internet_fm_ratio,2024-06-01,0.9996659498770141,0.14822225281834286
ALB,Albania,internet_fm_ratio,2024-07-01,0.9966371670242454,0.14641729381028165
ALB,Albania,internet_men,2024-05-01,91.4879661943451,14.133157079214357
ALB,Albania,internet_men,2024-06-01,91.93085300765055,13.933199575411463
ALB,Albania,internet_men,2024-07-01,91.37315142320786,13.993224133064013
ALB,Albania,internet_women,2024-05-01,87.53660073798527,13.22270151196876
ALB,Albania,internet_women,2024-06-01,88.1748045370184,13.368227357006967
ALB,Albania,internet_women,2024-07-01,87.32084634236621,13.511258284192957
ALB,Albania,mobile_fm_ratio,2024-05-01,0.9094183825811003,0.06747824431278163
ALB,Albania,mobile_fm_ratio,2024-06-01,0.9062972050171397,0.06747824431278163
ALB,Albania,mobile_fm_ratio,2024-07-01,0.9084453545120909,0.06747824431278163
ALB,Albania,mobile_men,2024-05-01,100.0,6.165776751288752
ALB,Albania,mobile_men,2024-06-01,100.0,6.1616283205820315
ALB,Albania,mobile_men,2024-07-01,100.0,6.172638771610767
ALB,Albania,mobile_women,2024-05-01,97.56203510177893,12.703991424542261
ALB,Albania,mobile_women,2024-06-01,97.84096457447872,12.703991424542261
ALB,Albania,mobile_women,2024-07-01,97.36531881276146,12.703991424542261
ARG,Argentina,internet_fm_ratio,2024-05-01,0.9999142638316271,0.1747942880001064
ARG,Argentina,internet_fm_ratio,2024-06-01,0.9996448629025428,0.17653534665605009
ARG,Argentina,internet_fm_ratio,2024-07-01,0.9994542690906231,0.17486450416751445
ARG,Argentina,internet_men,2024-05-01,99.76748634142922,16.923001477424442
ARG,Argentina,internet_men,2024-06-01,99.90378528793777,17.073982234881054
ARG,Argentina,internet_men,2024-07-01,99.7093926081866,17.111727746051137
ARG,Argentina,internet_women,2024-05-01,95.47118486067338,19.309592727624928
ARG,Argentina,internet_women,2024-06-01,95.14691960491511,19.759525340292477
ARG,Argentina,internet_women,2024-07-01,94.8232029554829,19.745621396067367
ARG,Argentina,mobile_fm_ratio,2024-05-01,0.8702662608536939,0.07321405305979643
ARG,Argentina,mobile_fm_ratio,2024-06-01,0.8661334488987249,0.07321405305979643
ARG,Argentina,mobile_fm_ratio,2024-07-01,0.8708755090862917,0.07321405305979643
ARG,Argentina,mobile_men,2024-05-01,99.94753476728182,6.746902830979564
ARG,Argentina,mobile_men,2024-06-01,99.95317794110282,6.696599490197233
ARG,Argentina,mobile_men,2024-07-01,99.94432840485626,6.779087185476359
ARG,Argentina,mobile_women,2024-05-01,99.77375909587097,13.981102662382696
ARG,Argentina,mobile_women,2024-06-01,99.762827962148,13.981102662382696
ARG,Argentina,mobile_women,2024-07-01,99.74239370443325,13.981102662382696
ARM,Armenia,internet_fm_ratio,2024-05-01,1.0,0.1691939116809062
ARM,Armenia,internet_fm_ratio,2024-06-01,1.0,0.17058256411943432
ARM,Armenia,internet_fm_ratio,2024-07-01,1.0,0.16898582777478774
ARM,Armenia,internet_men,2024-05-01,96.74743942646408,16.031471157067926
ARM,Armenia,internet_men,2024-06-01,97.25294542528032,16.059298739196137
ARM,Armenia,internet_men,2024-07-01,96.82950621765339,16.089539512109873
ARM,Armenia,internet_women,2024-05-01,94.15102422999699,17.553680194470083
ARM,Armenia,internet_women,2024-06-01,94.1338954031604,17.83753610537078
ARM,Armenia,internet_women,2024-07-01,93.69691803560141,17.82744095389627
ARM,Armenia,mobile_fm_ratio,2024-05-01,0.9039260952236909,0.07085379871346886
ARM,Armenia,mobile_fm_ratio,2024-06-01,0.9010185437647248,0.07085379871346886
ARM,Armenia,mobile_fm_ratio,2024-07-01,0.9040326160125989,0.07085379871346886
ARM,Armenia,mobile_men,2024-05-01,100.0,6.937524150047
ARM,Armenia,mobile_men,2024-06-01,100.0,6.8977150986574856
ARM,Armenia,mobile_men,2024-07-01,100.0,6.964075662344177
ARM,Armenia,mobile_women,2024-05-01,99.87006696783102,12.717322926011489
ARM,Armenia,mobile_women,2024-06-01,99.90097984068753,12.717322926011489
ARM,Armenia,mobile_women,2024-07-01,99.77630805889179,12.717322926011489
AZE,Azerbaijan,internet_fm_ratio,2024-05-01,0.6395127306896169,0.11956914465402009
AZE,Azerbaijan,internet_fm_ratio,2024-06-01,0.6331643945790411,0.12033696865628227
AZE,Azerbaijan,internet_fm_ratio,2024-07-01,0.6333830503326052,0.12025024124123432
AZE,Azerbaijan,internet_men,2024-05-01,63.94731861882898,10.083527650636494
AZE,Azerbaijan,internet_men,2024-06-01,63.465597264499365,9.977739236575708
AZE,Azerbaijan,internet_men,2024-07-01,62.80476162550165,9.850419820868664
AZE,Azerbaijan,internet_women,2024-05-01,50.25304463859458,6.21783825828535
AZE,Azerbaijan,internet_women,2024-06-01,49.60595163503626,6.371894066315774
AZE,Azerbaijan,internet_women,2024-07-01,48.87071520460833,6.54639596934566
AZE,Azerbaijan,mobile_fm_ratio,2024-05-01,0.9157956332003602,0.07939114695537389
AZE,Azerbaijan,mobile_fm_ratio,2024-06-01,0.9127477325820912,0.07939114695537389
AZE,Azerbaijan,mobile_fm_ratio,2024-07-01,0.9156848915309113,0.07939114695537389
AZE,Azerbaijan,mobile_men,2024-05-01,90.08839440808539,5.477082678772286
AZE,Azerbaijan,mobile_men,2024-06-01,89.29253370382985,5.501503629191047
AZE,Azerbaijan,mobile_men,2024-07-01,88.74691891449517,5.465006052371814
AZE,Azerbaijan,mobile_women,2024-05-01,80.29111921410258,11.607942015215182
AZE,Azerbaijan,mobile_women,2024-06-01,79.25804095553943,11.607942015215182
AZE,Azerbaijan,mobile_women,2024-07-01,78.92543544461928,11.607942015215182
BDI,Burundi,internet_fm_ratio,2024-05-01,0.5527810103785525,0.1259188867159685
BDI,Burundi,internet_fm_ratio,2024-06-01,0.5553556981837595,0.1259975151389002
BDI,Burundi,internet_fm_ratio,2024-07-01,0.5507895975658125,0.12654020745991243
BDI,Burundi,internet_men,2024-05-01,22.669699226688085,7.0141864230201465
BDI,Burundi,internet_men,2024-06-01,23.52747640398544,6.9423011091042515
BDI,Burundi,internet_men,2024-07-01,22.96068714086767,7.025077677852259
BDI,Burundi,internet_women,2024-05-01,15.230601061017122,4.377231661460742
BDI,Burundi,internet_women,2024-06-01,15.550613644201903,4.406463165280278
BDI,Burundi,internet_women,2024-07-01,15.012085939476613,4.418285067646114
BDI,Burundi,mobile_fm_ratio,2024-05-01,0.6967428132154825,0.09391561841622749
BDI,Burundi,mobile_fm_ratio,2024-06-01,0.7032897513073785,0.09391561841622749
BDI,Burundi,mobile_fm_ratio,2024-07-01,0.6995903173399914,0.09391561841622749
BDI,Burundi,mobile_men,2024-05-01,58.52996200677938,7.546405460957004
BDI,Burundi,mobile_men,2024-06-01,59.584602772247166,7.557489793064106
BDI,Burundi,mobile_men,2024-07-01,58.938716367610596,7.545808445895091
BDI,Burundi,mobile_women,2024-05-01,46.92404662278158,8.777315013768684
BDI,Burundi,mobile_women,2024-06-01,47.86830877833237,8.777315013768684
BDI,Burundi,mobile_women,2024-07-01,46.96988597120437,8.777315013768684
BEN,Benin,internet_fm_ratio,2024-05-01,0.5726076949930615,0.13482253433693178
BEN,Benin,internet_fm_ratio,2024-06-01,0.5770824255156207,0.1358499439357728
BEN,Benin,internet_fm_ratio,2024-07-01,0.5578872251483925,0.1338473238187203
BEN,Benin,internet_men,2024-05-01,46.0504955921459,8.641068763910928
BEN,Benin,internet_men,2024-06-01,46.570734269402,8.703132447470614
BEN,Benin,internet_men,2024-07-01,45.401773564119544,8.570071944282818
BEN,Benin,internet_women,2024-05-01,32.01395896157957,7.100202264807419
BEN,Benin,internet_women,2024-06-01,32.8943755440721,7.1914285601304195
BEN,Benin,internet_women,2024-07-01,31.030354567421682,6.922337671722211
BEN,Benin,mobile_fm_ratio,2024-05-01,0.8309345158918662,0.09008647805925495
BEN,Benin,mobile_fm_ratio,2024-06-01,0.8319392086960136,0.09008647805925495
BEN,Benin,mobile_fm_ratio,2024-07-01,0.8252946886302185,0.09008647805925495
BEN,Benin,mobile_men,2024-05-01,84.5754805524444,7.249740646499672
BEN,Benin,mobile_men,2024-06-01,84.76895979859522,7.263168389869608
BEN,Benin,mobile_men,2024-07-01,84.46745809411917,7.239288518703311
BEN,Benin,mobile_women,2024-05-01,69.52638963586655,9.031294026304542
BEN,Benin,mobile_women,2024-06-01,69.81524336879006,9.031294026304542
BEN,Benin,mobile_women,2024-07-01,68.75362043715117,9.031294026304542
BFA,Burkina Faso,internet_fm_ratio,2024-05-01,0.5928747795248916,0.12927665204262276
BFA,Burkina Faso,internet_fm_ratio,2024-06-01,0.5616236406723965,0.12560642464688815
BFA,Burkina Faso,internet_fm_ratio,2024-07-01,0.591464560866637,0.13033086419774323
BFA,Burkina Faso,internet_men,2024-05-01,39.08524026304171,7.900691722278354
BFA,Burkina Faso,internet_men,2024-06-01,37.2100775764126,7.3626941248546
BFA,Burkina Faso,internet_men,2024-07-01,39.2201525436111,7.838077158754891
BFA,Burkina Faso,internet_women,2024-05-01,25.916444485251496,4.9294718907539465
BFA,Burkina Faso,internet_women,2024-06-01,22.75299336202805,4.299821328707936
BFA,Burkina Faso,internet_women,2024-07-01,25.708582030057336,5.040264928666162
BFA,Burkina Faso,mobile_fm_ratio,2024-05-01,0.8048618035952454,0.09475870446078494
BFA,Burkina Faso,mobile_fm_ratio,2024-06-01,0.7930193511460726,0.09475870446078494
BFA,Burkina Faso,mobile_fm_ratio,2024-07-01,0.8047034037724689,0.09475870446078494
BFA,Burkina Faso,mobile_men,2024-05-01,85.57265919665497,7.279617241914734
BFA,Burkina Faso,mobile_men,2024-06-01,85.44895316491794,7.255527740360599
BFA,Burkina Faso,mobile_men,2024-07-01,85.72254463434693,7.288837644877531
BFA,Burkina Faso,mobile_women,2024-05-01,68.46771834426501,10.309489507894844
BFA,Burkina Faso,mobile_women,2024-06-01,66.97418141833181,10.309489507894844
BFA,Burkina Faso,mobile_women,2024-07-01,68.58411892916531,10.309489507894844
BGD,Bangladesh,internet_fm_ratio,2024-05-01,0.9479289005341781,0.15206008790315348
BGD,Bangladesh,internet_fm_ratio,2024-06-01,0.8966914560951417,0.14714241839748948
BGD,Bangladesh,internet_fm_ratio,2024-07-01,0.9501497085283334,0.15356379146098517
BGD,Bangladesh,internet_men,2024-05-01,72.50513270473905,12.717641692944317
BGD,Bangladesh,internet_men,2024-06-01,70.86860082209645,11.846285872110586
BGD,Bangladesh,internet_men,2024-07-01,72.70354872112878,12.80533466483037
BGD,Bangladesh,internet_women,2024-05-01,63.47555722987916,11.119824380848138
BGD,Bangladesh,internet_women,2024-06-01,60.242578570706414,10.087760893864294
BGD,Bangladesh,internet_women,2024-07-01,63.62401354757187,11.52145516785111
BGD,Bangladesh,mobile_fm_ratio,2024-05-01,0.8531240149079575,0.09835579773806455
BGD,Bangladesh,mobile_fm_ratio,2024-06-01,0.8395271421391579,0.09835579773806455
BGD,Bangladesh,mobile_fm_ratio,2024-07-01,0.8532010852499542,0.09835579773806455
BGD,Bangladesh,mobile_men,2024-05-01,92.1513456902227,5.30196034562431
BGD,Bangladesh,mobile_men,2024-06-01,91.49813620847615,5.2460883458017245
BGD,Bangladesh,mobile_men,2024-07-01,92.2059597413191,5.319092817404325
BGD,Bangladesh,mobile_women,2024-05-01,81.40278280559725,11.953688847107328
BGD,Bangladesh,mobile_women,2024-06-01,79.56650818714739,11.953688847107328
BGD,Bangladesh,mobile_women,2024-07-01,81.52433831367605,11.953688847107328
BGR,Bulgaria,internet_fm_ratio,2024-05-01,0.9942037172600077,0.16355539203304484
BGR,Bulgaria,internet_fm_ratio,2024-06-01,0.9975949156574756,0.16725412696264888
BGR,Bulgaria,internet_fm_ratio,2024-07-01,0.9979350302128571,0.1672967929597491
BGR,Bulgaria,internet_men,2024-05-01,92.30070621824606,14.392514936303936
BGR,Bulgaria,internet_men,2024-06-01,93.88519175905525,14.932065447917449
BGR,Bulgaria,internet_men,2024-07-01,93.92714336965496,15.167695437721546
BGR,Bulgaria,internet_women,2024-05-01,86.01436368326382,15.773721409960647
BGR,Bulgaria,internet_women,2024-06-01,87.49788220895398,16.584186594322368
BGR,Bulgaria,internet_women,2024-07-01,87.70907580428904,16.96900866260668
BGR,Bulgaria,mobile_fm_ratio,2024-05-01,0.8943982241171994,0.06752220797781314
BGR,Bulgaria,mobile_fm_ratio,2024-06-01,0.8840412285291154,0.06752220797781314
BGR,Bulgaria,mobile_fm_ratio,2024-07-01,0.8841761057608807,0.06752220797781314
BGR,Bulgaria,mobile_men,2024-05-01,99.38313294042656,6.476439198975885
BGR,Bulgaria,mobile_men,2024-06-01,99.81959907744651,6.497094006763066
BGR,Bulgaria,mobile_men,2024-07-01,99.82219554603732,6.582455653982139
BGR,Bulgaria,mobile_women,2024-05-01,95.78452949671085,13.150709109462293
BGR,Bulgaria,mobile_women,2024-06-01,96.55543171156741,13.150709109462293
BGR,Bulgaria,mobile_women,2024-07-01,96.61516182933451,13.150709109462293
BIH,Bosnia and Herzegovina,internet_fm_ratio,2024-05-01,1.0,0.14921191967842432
BIH,Bosnia and Herzegovina,internet_fm_ratio,2024-06-01,1.0,0.15040590539803347
BIH,Bosnia and Herzegovina,internet_fm_ratio,2024-07-01,1.0,0.14984133394977098
BIH,Bosnia and Herzegovina,internet_men,2024-05-01,89.63647412537092,13.686213420217072
BIH,Bosnia and Herzegovina,internet_men,2024-06-01,89.93541284211265,13.840359794915315
BIH,Bosnia and Herzegovina,internet_men,2024-07-01,89.60972712644302,13.86242368090565
BIH,Bosnia and Herzegovina,internet_women,2024-05-01,82.41269124632595,13.966003199348016
BIH,Bosnia and Herzegovina,internet_women,2024-06-01,82.70193739186709,14.307400000919861
BIH,Bosnia and Herzegovina,internet_women,2024-07-01,82.17542201261803,14.428130737354062
BIH,Bosnia and Herzegovina,mobile_fm_ratio,2024-05-01,0.9409035235246964,0.06695018991601837
BIH,Bosnia and Herzegovina,mobile_fm_ratio,2024-06-01,0.9391119198038274,0.06695018991601837
BIH,Bosnia and Herzegovina,mobile_fm_ratio,2024-07-01,0.9401558953837158,0.06695018991601837
BIH,Bosnia and Herzegovina,mobile_men,2024-05-01,98.62739377031183,6.0737367765093
BIH,Bosnia and Herzegovina,mobile_men,2024-06-01,98.77986645721269,6.055829903548283
BIH,Bosnia and Herzegovina,mobile_men,2024-07-01,98.54465861344146,6.099174071942653
BIH,Bosnia and Herzegovina,mobile_women,2024-05-01,97.40876745349112,11.008182991235254
BIH,Bosnia and Herzegovina,mobile_women,2024-06-01,97.59116511581628,11.008182991235254
BIH,Bosnia and Herzegovina,mobile_women,2024-07-01,97.31991559096764,11.008182991235254
BLR,Belarus,internet_fm_ratio,2024-05-01,0.7399627938442997,0.1342564057932094
BLR,Belarus,internet_fm_ratio,2024-06-01,0.7470945334265863,0.13402218854215278
BLR,Belarus,internet_fm_ratio,2024-07-01,0.7519218541399016,0.1361114150047044
BLR,Belarus,internet_men,2024-05-01,57.65320101512714,8.30249163891768
BLR,Belarus,internet_men,2024-06-01,57.96367310111097,8.901271596353746
BLR,Belarus,internet_men,2024-07-01,57.520161852551006,8.78208608193199
BLR,Belarus,internet_women,2024-05-01,49.37723484913608,6.2571050594509
BLR,Belarus,internet_women,2024-06-01,49.703895223301295,6.523901145829362
BLR,Belarus,internet_women,2024-07-01,49.56001758115605,6.827966448472703
BLR,Belarus,mobile_fm_ratio,2024-05-01,0.9976414312777746,0.0727398582477943
BLR,Belarus,mobile_fm_ratio,2024-06-01,1.0,0.0727398582477943
BLR,Belarus,mobile_fm_ratio,2024-07-01,0.9979104204548346,0.0727398582477943
BLR,Belarus,mobile_men,2024-05-01,85.21544321543692,5.574884728078923
BLR,Belarus,mobile_men,2024-06-01,85.19988385527802,5.599636895223845
BLR,Belarus,mobile_men,2024-07-01,84.88848502243668,5.553189869178591
BLR,Belarus,mobile_women,2024-05-01,80.8604819151312,12.58433791632917
BLR,Belarus,mobile_women,2024-06-01,81.09597286857728,12.58433791632917
BLR,Belarus,mobile_women,2024-07-01,80.91898780639404,12.58433791632917
BLZ,Belize,internet_fm_ratio,2024-05-01,0.9788107705893521,0.1732453919132807
BLZ,Belize,internet_fm_ratio,2024-06-01,0.9820090016606784,0.17548436966203154
BLZ,Belize,internet_fm_ratio,2024-07-01,0.9811307694223128,0.1736776744549776
BLZ,Belize,internet_men,2024-05-01,85.75697468392451,14.996964237642702
BLZ,Belize,internet_men,2024-06-01,86.48963310465166,15.239495276829368
BLZ,Belize,internet_men,2024-07-01,85.74263791031449,15.276943697493499
BLZ,Belize,internet_women,2024-05-01,80.17591708037979,16.63670497994686
BLZ,Belize,internet_women,2024-06-01,80.92299918850938,17.362543036096657
BLZ,Belize,internet_women,2024-07-01,80.35767940114211,17.23754392506821
BLZ,Belize,mobile_fm_ratio,2024-05-01,0.9006562304857298,0.07933209582750869
BLZ,Belize,mobile_fm_ratio,2024-06-01,0.8998824818627073,0.07933209582750869
BLZ,Belize,mobile_fm_ratio,2024-07-01,0.9011223004013703,0.07933209582750869
BLZ,Belize,mobile_men,2024-05-01,97.14006455868228,6.845324508788154
BLZ,Belize,mobile_men,2024-06-01,97.28043102834995,6.821327448056953
BLZ,Belize,mobile_men,2024-07-01,97.03030989973418,6.881395704190474
BLZ,Belize,mobile_women,2024-05-01,92.07228612428771,12.196480920984682
BLZ,Belize,mobile_women,2024-06-01,92.67521373290481,12.196480920984682
BLZ,Belize,mobile_women,2024-07-01,92.1709275129982,12.196480920984682
BOL,Bolivia,internet_fm_ratio,2024-05-01,1.0,0.181379650970242
BOL,Bolivia,internet_fm_ratio,2024-06-01,1.0,0.18134176498571775
BOL,Bolivia,internet_fm_ratio,2024-07-01,1.0,0.18159704610697125
BOL,Bolivia,internet_men,2024-05-01,90.7072246413818,16.25852850087945
BOL,Bolivia,internet_men,2024-06-01,90.57273769045868,16.01023420327816
BOL,Bolivia,internet_men,2024-07-01,90.5539273029759,16.43519302020479
BOL,Bolivia,internet_women,2024-05-01,83.86080296227364,18.75990965047183
BOL,Bolivia,internet_women,2024-06-01,83.48443088772346,18.65770984349214
BOL,Bolivia,internet_women,2024-07-01,83.61845712111216,19.068818300672373
BOL,Bolivia,mobile_fm_ratio,2024-05-01,0.9334728458246079,0.07763324710115568
BOL,Bolivia,mobile_fm_ratio,2024-06-01,0.9313032993696783,0.07763324710115568
BOL,Bolivia,mobile_fm_ratio,2024-07-01,0.9325825485225742,0.07763324710115568
BOL,Bolivia,mobile_men,2024-05-01,95.65713864833432,6.459307002064445
BOL,Bolivia,mobile_men,2024-06-01,95.54597735437451,6.3854441956766586
BOL,Bolivia,mobile_men,2024-07-01,95.59432436200944,6.498168079117904
BOL,Bolivia,mobile_women,2024-05-01,97.82765469470272,10.797673059874851
BOL,Bolivia,mobile_women,2024-06-01,97.67162141668321,10.797673059874851
BOL,Bolivia,mobile_women,2024-07-01,97.78278445551979,10.797673059874851
BRA,Brazil,internet_fm_ratio,2024-05-01,0.9629710015042284,0.15897872219638792
BRA,Brazil,internet_fm_ratio,2024-06-01,0.9612769866564144,0.1586581081949975
BRA,Brazil,internet_fm_ratio,2024-07-01,0.9610802228991462,0.15916853952449267
BRA,Brazil,internet_men,2024-05-01,91.31888084306604,14.682007534905189
BRA,Brazil,internet_men,2024-06-01,91.03180890993225,14.699754878708974
BRA,Brazil,internet_men,2024-07-01,91.11605593834463,14.947863984525915
BRA,Brazil,internet_women,2024-05-01,81.62480394807595,16.22780617283746
BRA,Brazil,internet_women,2024-06-01,81.32392192865251,16.165374704827087
BRA,Brazil,internet_women,2024-07-01,81.27708371874229,16.552167518925373
BRA,Brazil,mobile_fm_ratio,2024-05-01,0.8658988425168146,0.06634213744327695
BRA,Brazil,mobile_fm_ratio,2024-06-01,0.8675199059170935,0.06634213744327695
BRA,Brazil,mobile_fm_ratio,2024-07-01,0.8663544363756212,0.06634213744327695
BRA,Brazil,mobile_men,2024-05-01,98.86289085396959,6.57088121313145
BRA,Brazil,mobile_men,2024-06-01,98.73759394567287,6.4944068995736295
BRA,Brazil,mobile_men,2024-07-01,98.77233903195773,6.598574482476166
BRA,Brazil,mobile_women,2024-05-01,93.88847633150783,17.7960345110225
BRA,Brazil,mobile_women,2024-06-01,93.6422415119631,17.7960345110225
BRA,Brazil,mobile_women,2024-07-01,93.74793631722784,17.7960345110225
BTN,Bhutan,internet_fm_ratio,2024-05-01,0.9921324660771429,0.2120438696081243
BTN,Bhutan,internet_fm_ratio,2024-06-01,0.9952205331681274,0.2123074470474428
BTN,Bhutan,internet_fm_ratio,2024-07-01,0.9933754687700354,0.21157837520545417
BTN,Bhutan,internet_men,2024-05-01,78.93486570915785,14.709894921529898
BTN,Bhutan,internet_men,2024-06-01,79.78556669923115,14.83081951496736
BTN,Bhutan,internet_men,2024-07-01,78.90171747944603,14.827263418946448
BTN,Bhutan,internet_women,2024-05-01,69.16031171508533,16.62569210128755
BTN,Bhutan,internet_women,2024-06-01,69.82384546801795,16.88347398264894
BTN,Bhutan,internet_women,2024-07-01,69.07676976684238,16.695698528770745
BTN,Bhutan,mobile_fm_ratio,2024-05-01,0.8936434830711887,0.11120599252956728
BTN,Bhutan,mobile_fm_ratio,2024-06-01,0.8920759456405458,0.11120599252956728
BTN,Bhutan,mobile_fm_ratio,2024-07-01,0.8932076231315055,0.11120599252956728
BTN,Bhutan,mobile_men,2024-05-01,89.51474923395189,6.814281080289321
BTN,Bhutan,mobile_men,2024-06-01,89.66885330358267,6.773635722031737
BTN,Bhutan,mobile_men,2024-07-01,89.48788643366224,6.8244165700106025
BTN,Bhutan,mobile_women,2024-05-01,89.72567592126673,9.606105327122275
BTN,Bhutan,mobile_women,2024-06-01,89.90628053361205,9.606105327122275
BTN,Bhutan,mobile_women,2024-07-01,89.47952688423541,9.606105327122275
BWA,Botswana,internet_fm_ratio,2024-05-01,0.9987745302261096,0.1886285633689831
BWA,Botswana,internet_fm_ratio,2024-06-01,0.996941341335443,0.18859205907678186
BWA,Botswana,internet_fm_ratio,2024-07-01,0.9973053810440359,0.1884131035295411
BWA,Botswana,internet_men,2024-05-01,87.61979935772273,14.484845249404817
BWA,Botswana,internet_men,2024-06-01,88.98572550521261,14.597684149724612
BWA,Botswana,internet_men,2024-07-01,88.67912366585576,14.67884817179352
BWA,Botswana,internet_women,2024-05-01,85.83361910735628,16.511529850537876
BWA,Botswana,internet_women,2024-06-01,87.10175558916299,16.7664198929949
BWA,Botswana,internet_women,2024-07-01,86.95276351892383,16.938475195861194
BWA,Botswana,mobile_fm_ratio,2024-05-01,0.9462514583912436,0.10009502811322504
BWA,Botswana,mobile_fm_ratio,2024-06-01,0.9427114875617361,0.10009502811322504
BWA,Botswana,mobile_fm_ratio,2024-07-01,0.9450749708480034,0.10009502811322504
BWA,Botswana,mobile_men,2024-05-01,92.76306909997406,9.148011418045371
BWA,Botswana,mobile_men,2024-06-01,92.85599770229837,9.082541212325157
BWA,Botswana,mobile_men,2024-07-01,92.75975124067166,9.180806073912862
BWA,Botswana,mobile_women,2024-05-01,98.39575987349534,9.965529986625862
BWA,Botswana,mobile_women,2024-06-01,98.32948802507175,9.965529986625862
BWA,Botswana,mobile_women,2024-07-01,98.16858396132987,9.965529986625862
CAF,Central African Republic,internet_fm_ratio,2024-05-01,0.36667379793695376,0.14925661244364702
CAF,Central African Republic,internet_fm_ratio,2024-06-01,0.3624544989636966,0.14950438037380223
CAF,Central African Republic,internet_fm_ratio,2024-07-01,0.3597863335601991,0.15003676125663143
CAF,Central African Republic,internet_men,2024-05-01,20.224504006620492,6.78085046361344
CAF,Central African Republic,internet_men,2024-06-01,20.240945616087807,6.821717341047515
CAF,Central African Republic,internet_men,2024-07-01,19.856260198270498,6.843918100983566
CAF,Central African Republic,internet_women,2024-05-01,8.560095979407977,3.2301611237236187
CAF,Central African Republic,internet_women,2024-06-01,8.050773928677444,3.2788533369247945
CAF,Central African Republic,internet_women,2024-07-01,7.643343462090172,3.2973183827966626
CAF,Central African Republic,mobile_fm_ratio,2024-05-01,0.46615282854114587,0.13677490893625438
CAF,Central African Republic,mobile_fm_ratio,2024-06-01,0.46736301626546894,0.13677490893625438
CAF,Central African Republic,mobile_fm_ratio,2024-07-01,0.46186036809569864,0.13677490893625438
CAF,Central African Republic,mobile_men,2024-05-01,51.32445409705167,8.459906116722081
CAF,Central African Republic,mobile_men,2024-06-01,51.55326667724831,8.475142275422403
CAF,Central African Republic,mobile_men,2024-07-01,51.27541879033835,8.457121801679655
CAF,Central African Republic,mobile_women,2024-05-01,28.451640449300637,12.105580843400732
CAF,Central African Republic,mobile_women,2024-06-01,28.628867078359594,12.105580843400732
CAF,Central African Republic,mobile_women,2024-07-01,28.096369829734492,12.105580843400732
